method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
setfit,0.25,21,gratitude,0.895774647887324,0.9034090909090909,0.8995756718528995,352,318,37,34,5038
setfit,0.25,21,grief,0.0,0.0,0.0,6,0,0,6,5421
setfit,0.25,21,joy,0.5426829268292683,0.5527950310559007,0.5476923076923077,161,89,75,72,5191
setfit,0.25,21,love,0.7578125,0.8151260504201681,0.7854251012145749,238,194,62,44,5127
setfit,0.25,21,nervousness,0.5,0.13043478260869565,0.20689655172413793,23,3,3,20,5401
setfit,0.25,21,neutral,0.674591381872214,0.5081141578063794,0.5796361315033515,1787,908,438,879,3202
setfit,0.25,21,optimism,0.5393939393939394,0.478494623655914,0.5071225071225072,186,89,76,97,5165
setfit,0.25,21,pride,0.0,0.0,0.0,16,0,0,16,5411
setfit,0.25,21,realization,0.3116883116883117,0.16551724137931034,0.21621621621621623,145,24,53,121,5229
setfit,0.25,21,relief,1.0,0.09090909090909091,0.16666666666666666,11,1,0,10,5416
setfit,0.25,21,remorse,0.5740740740740741,0.5535714285714286,0.5636363636363636,56,31,23,25,5348
setfit,0.25,21,sadness,0.6320754716981132,0.42948717948717946,0.5114503816793893,156,67,39,89,5232
setfit,0.25,21,surprise,0.4925373134328358,0.46808510638297873,0.48,141,66,68,75,5218
setfit,0.5,21,admiration,0.6815642458100558,0.7261904761904762,0.7031700288184438,504,366,171,138,4752
setfit,0.5,21,amusement,0.7441077441077442,0.8371212121212122,0.7878787878787878,264,221,76,43,5087
setfit,0.5,21,anger,0.4827586206896552,0.2828282828282828,0.35668789808917195,198,56,60,142,5169
