method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
svm_tfidf,1.0,7,optimism,0.2905027932960894,0.5591397849462365,0.38235294117647056,186,104,254,82,4987
svm_tfidf,1.0,7,pride,0.1111111111111111,0.25,0.15384615384615385,16,4,32,12,5379
svm_tfidf,1.0,7,realization,0.1073170731707317,0.30344827586206896,0.15855855855855855,145,44,366,101,4916
svm_tfidf,1.0,7,relief,0.06521739130434782,0.2727272727272727,0.10526315789473684,11,3,43,8,5373
svm_tfidf,1.0,7,remorse,0.4421052631578947,0.75,0.5562913907284768,56,42,53,14,5318
svm_tfidf,1.0,7,sadness,0.28431372549019607,0.5576923076923077,0.37662337662337664,156,87,219,69,5052
svm_tfidf,1.0,7,surprise,0.3021276595744681,0.5035460992907801,0.3776595744680851,141,71,164,70,5122
svm_tfidf,0.01,21,admiration,0.6214953271028038,0.2638888888888889,0.37047353760445684,504,133,81,371,4842
svm_tfidf,0.01,21,amusement,0.8248175182481752,0.42803030303030304,0.5635910224438903,264,113,24,151,5139
svm_tfidf,0.01,21,anger,0.2222222222222222,0.030303030303030304,0.05333333333333334,198,6,21,192,5208
svm_tfidf,0.01,21,annoyance,0.10526315789473684,0.00625,0.011799410029498525,320,2,17,318,5090
svm_tfidf,0.01,21,approval,0.23333333333333334,0.019943019943019943,0.03674540682414698,351,7,23,344,5053
svm_tfidf,0.01,21,caring,0.0,0.0,0.0,135,0,1,135,5291
svm_tfidf,0.01,21,confusion,0.0,0.0,0.0,153,0,6,153,5268
svm_tfidf,0.01,21,curiosity,0.0,0.0,0.0,284,0,33,284,5110
svm_tfidf,0.01,21,desire,0.0,0.0,0.0,83,0,0,83,5344
svm_tfidf,0.01,21,disappointment,0.0,0.0,0.0,151,0,3,151,5273
svm_tfidf,0.01,21,disapproval,0.0,0.0,0.0,267,0,7,267,5153
svm_tfidf,0.01,21,disgust,0.2,0.008130081300813009,0.015625,123,1,4,122,5300
svm_tfidf,0.01,21,embarrassment,0.0,0.0,0.0,37,0,0,37,5390
svm_tfidf,0.01,21,excitement,0.1111111111111111,0.02912621359223301,0.046153846153846156,103,3,24,100,5300
svm_tfidf,0.01,21,fear,0.0,0.0,0.0,78,0,0,78,5349
